,Concept,Occurence,Frequency,Mean,Median,Sdev
717,blown-off outer layer,[219],1,0.44785276073619634,0.44785276073619634,0.0
718,rocky planet,[220],1,0.4498977505112474,0.4498977505112474,0.0
719,important part,[221],1,0.45194274028629855,0.45194274028629855,0.0
720,outflow,[221],1,0.45194274028629855,0.45194274028629855,0.0
721,single star,[222 354],2,0.588957055214724,0.588957055214724,0.13496932515337423
722,same mass,[222],1,0.4539877300613497,0.4539877300613497,0.0
723,roche lobe,[223 224],2,0.4570552147239264,0.4570552147239264,0.0010224948875255625
724,binary system,[223 304 353],3,0.5998636673483299,0.621676891615542,0.10962281240832947
725,variety,[224 405],2,0.6431492842535788,0.6431492842535788,0.18507157464212678
726,phenomenon,[224],1,0.45807770961145194,0.45807770961145194,0.0
727,cataclysmic variable,[224],1,0.45807770961145194,0.45807770961145194,0.0
728,type ia supernova,[224],1,0.45807770961145194,0.45807770961145194,0.0
729,contact binary,[224],1,0.45807770961145194,0.45807770961145194,0.0
730,common-envelope binary,[224],1,0.45807770961145194,0.45807770961145194,0.0
731,dust,[225],1,0.4601226993865031,0.4601226993865031,0.0
732,interstellar gas,[225],1,0.4601226993865031,0.4601226993865031,0.0
733,observable universe,[226 227],2,0.46319018404907975,0.46319018404907975,0.0010224948875255625
734,typical galaxy,[226],1,0.4621676891615542,0.4621676891615542,0.0
735,billion,[226 260],2,0.49693251533742333,0.49693251533742333,0.034764826175869123
736,estimate,[227],1,0.46421267893660534,0.46421267893660534,0.0
737,intergalactic star,[228],1,0.4662576687116564,0.4662576687116564,0.0
738,multi-star system,[229 231],2,0.4703476482617587,0.4703476482617587,0.002044989775051125
739,gravitationally bound star,[229],1,0.46830265848670755,0.46830265848670755,0.0
740,system,[230 408],2,0.6523517382413088,0.6523517382413088,0.18200408997955012
741,most common multi-star system,[230],1,0.4703476482617587,0.4703476482617587,0.0
742,reason,[231],1,0.4723926380368098,0.4723926380368098,0.0
743,hierarchical set,[231],1,0.4723926380368098,0.4723926380368098,0.0
744,orbital stability,[231],1,0.4723926380368098,0.4723926380368098,0.0
745,larger group,[232],1,0.47443762781186094,0.47443762781186094,0.0
746,stellar association,[233 287],2,0.5316973415132924,0.5316973415132924,0.05521472392638037
747,range,[233 410],2,0.6574642126789366,0.6574642126789366,0.18098159509202455
748,enormous globular cluster,[233],1,0.47648261758691207,0.47648261758691207,0.0
749,few star,[233],1,0.47648261758691207,0.47648261758691207,0.0
750,host galaxy,[234],1,0.4785276073619632,0.4785276073619632,0.0
751,such system,[234],1,0.4785276073619632,0.4785276073619632,0.0
752,multiple-star system,[235 236],2,0.4815950920245399,0.4815950920245399,0.0010224948875255625
753,long-held assumption,[235],1,0.48057259713701433,0.48057259713701433,0.0
754,b class star,[236],1,0.48261758691206547,0.48261758691206547,0.0
755,very massive o,[236],1,0.48261758691206547,0.48261758691206547,0.0
756,stellar companion,[237],1,0.48466257668711654,0.48466257668711654,0.0
757,star mass,[237],1,0.48466257668711654,0.48466257668711654,0.0
758,single star system,[237],1,0.48466257668711654,0.48466257668711654,0.0
759,proxima centauri,[239],1,0.4887525562372188,0.4887525562372188,0.0
760,orbital speed,[242],1,0.4948875255623722,0.4948875255623722,0.0
761,space shuttle,[242],1,0.4948875255623722,0.4948875255623722,0.0
762,hour,[242],1,0.4948875255623722,0.4948875255623722,0.0
763,stellar separation,[243],1,0.49693251533742333,0.49693251533742333,0.0
764,galactic disc,[243],1,0.49693251533742333,0.49693251533742333,0.0
765,centre,[244],1,0.49897750511247446,0.49897750511247446,0.0
766,globular cluster,[244 246],2,0.5010224948875256,0.5010224948875256,0.002044989775051125
767,galactic halo,[244],1,0.49897750511247446,0.49897750511247446,0.0
768,relatively vast distance,[245],1,0.5010224948875256,0.5010224948875256,0.0
769,galactic nucleus,[245],1,0.5010224948875256,0.5010224948875256,0.0
770,denser region,[246],1,0.5030674846625767,0.5030674846625767,0.0
771,galactic center,[246],1,0.5030674846625767,0.5030674846625767,0.0
772,blue straggler,[247],1,0.5051124744376279,0.5051124744376279,0.0
773,such collision,[247],1,0.5051124744376279,0.5051124744376279,0.0
774,high surface temperature,[248],1,0.5071574642126789,0.5071574642126789,0.0
775,abnormal star,[248],1,0.5071574642126789,0.5071574642126789,0.0
776,same luminosity,[248 333],2,0.5940695296523517,0.5940695296523517,0.0869120654396728
777,initial mass,[249],1,0.50920245398773,0.50920245398773,0.0
778,such characteristic,[249],1,0.50920245398773,0.50920245398773,0.0
779,almost everything,[249],1,0.50920245398773,0.50920245398773,0.0
780,observed age,[252],1,0.5153374233128835,0.5153374233128835,0.0
781,hd,[253],1,0.5173824130879345,0.5173824130879345,0.0
782,methuselah star,[253],1,0.5173824130879345,0.5173824130879345,0.0
783,due,[256 268],2,0.5357873210633947,0.5357873210633947,0.012269938650306749
784,planck satellite,[256],1,0.523517382413088,0.523517382413088,0.0
785,value,[256],1,0.523517382413088,0.523517382413088,0.0
786,great pressure,[259],1,0.5296523517382413,0.5296523517382413,0.0
787,shorter,[259],1,0.5296523517382413,0.5296523517382413,0.0
788,last ten,[260],1,0.5316973415132924,0.5316973415132924,0.0
789,most massive star,[260 301],2,0.5736196319018405,0.5736196319018405,0.041922290388548056
790,minimum mass,[260 312],2,0.5848670756646217,0.5848670756646217,0.053169734151329244
791,average,[260],1,0.5316973415132924,0.5316973415132924,0.0
792,present milky way,[261],1,0.5337423312883436,0.5337423312883436,0.0
793,small fraction,[261],1,0.5337423312883436,0.5337423312883436,0.0
794,common element,[262],1,0.5357873210633947,0.5357873210633947,0.0
795,absorption line,[262 318],2,0.5930470347648262,0.5930470347648262,0.05725971370143149
796,iron content,[262 264],2,0.5378323108384458,0.5378323108384458,0.002044989775051125
797,stellar,[262],1,0.5357873210633947,0.5357873210633947,0.0
798,planetary system,[263],1,0.5378323108384458,0.5378323108384458,0.0
799,indicator,[263],1,0.5378323108384458,0.5378323108384458,0.0
800,likelihood,[263],1,0.5378323108384458,0.5378323108384458,0.0
801,low iron content,[264],1,0.5398773006134969,0.5398773006134969,0.0
802,dwarf he1327-2326,[264],1,0.5398773006134969,0.5398773006134969,0.0
803,herculis,[265],1,0.5419222903885481,0.5419222903885481,0.0
804,contrast,[265 323],2,0.6012269938650306,0.6012269938650306,0.05930470347648262
805,planet-bearing star,[265],1,0.5419222903885481,0.5419222903885481,0.0
806,super-metal-rich star leonis,[265],1,0.5419222903885481,0.5419222903885481,0.0
807,abundance,[265],1,0.5419222903885481,0.5419222903885481,0.0
808,especially chromium,[266],1,0.5439672801635992,0.5439672801635992,0.0
809,certain element,[266],1,0.5439672801635992,0.5439672801635992,0.0
810,rare earth element,[266],1,0.5439672801635992,0.5439672801635992,0.0
811,unusual abundance,[266],1,0.5439672801635992,0.5439672801635992,0.0
812,chemically peculiar star,[266],1,0.5439672801635992,0.5439672801635992,0.0
813,polyatomic molecule,[267],1,0.5460122699386503,0.5460122699386503,0.0
814,cooler outer atmosphere,[267],1,0.5460122699386503,0.5460122699386503,0.0
815,great distance,[268],1,0.5480572597137015,0.5480572597137015,0.0
816,point,[268],1,0.5480572597137015,0.5480572597137015,0.0
817,unaided eye,[268],1,0.5480572597137015,0.5480572597137015,0.0
818,daylight,[269],1,0.5501022494887525,0.5501022494887525,0.0
819,disk,[269 272],2,0.5531697341513292,0.5531697341513292,0.003067484662576687
820,apparent size,[270],1,0.5521472392638037,0.5521472392638037,0.0
821,angular diameter,[270 274],2,0.556237218813906,0.556237218813906,0.00408997955010225
822,r doradus,[270],1,0.5521472392638037,0.5521472392638037,0.0
823,arcsecond,[271],1,0.5541922290388548,0.5541922290388548,0.0
824,optical telescope,[272],1,0.556237218813906,0.556237218813906,0.0
825,angular size,[272 273],2,0.5572597137014315,0.5572597137014315,0.0010224948875255625
826,image,[272],1,0.556237218813906,0.556237218813906,0.0
827,so interferometer telescope,[272],1,0.556237218813906,0.556237218813906,0.0
828,technique,[273],1,0.558282208588957,0.558282208588957,0.0
829,occultation,[273],1,0.558282208588957,0.558282208588957,0.0
830,rise,[274],1,0.5603271983640081,0.5603271983640081,0.0
831,brightness,[274 364 381],3,0.6946148602590321,0.7443762781186094,0.09601052160287359
832,drop,[274],1,0.5603271983640081,0.5603271983640081,0.0
833,moon,[274 398],2,0.6871165644171779,0.6871165644171779,0.12678936605316973
834,mi,[275 465],2,0.7566462167689162,0.7566462167689162,0.19427402862985685
835,betelgeuse,[275 276],2,0.5633946830265849,0.5633946830265849,0.0010224948875255625
836,star range,[275],1,0.5623721881390593,0.5623721881390593,0.0
837,supergiant,[275],1,0.5623721881390593,0.5623721881390593,0.0
838,orion constellation,[275],1,0.5623721881390593,0.5623721881390593,0.0
839,much low density,[276],1,0.5644171779141104,0.5644171779141104,0.0
840,star relative,[277 284],2,0.5736196319018405,0.5736196319018405,0.007157464212678937
841,origin,[277 287],2,0.5766871165644172,0.5766871165644172,0.010224948875255624
842,structure,[277],1,0.5664621676891616,0.5664621676891616,0.0
843,useful information,[277],1,0.5664621676891616,0.5664621676891616,0.0
844,traverse,[278],1,0.5685071574642127,0.5685071574642127,0.0
845,star consist,[278],1,0.5685071574642127,0.5685071574642127,0.0
846,radial velocity,[278 279 282],3,0.5719154737559646,0.5705521472392638,0.0034758142560278016
847,component,[278 349],2,0.6411042944785276,0.6411042944785276,0.07259713701431493
848,angular movement,[278],1,0.5685071574642127,0.5685071574642127,0.0
849,unit,[279 280 356 357],4,0.6503067484662577,0.6503067484662577,0.0787387456367217
850,doppler shift,[279],1,0.5705521472392638,0.5705521472392638,0.0
851,parallax,[280 281 351],3,0.621676891615542,0.5746421267893661,0.06796835601643592
852,astrometric measurement,[280],1,0.5725971370143149,0.5725971370143149,0.0
853,milli-arc second,[280],1,0.5725971370143149,0.5725971370143149,0.0
854,ma,[280],1,0.5725971370143149,0.5725971370143149,0.0
855,proper motion velocity,[281],1,0.5746421267893661,0.5746421267893661,0.0
856,knowledge,[281],1,0.5746421267893661,0.5746421267893661,0.0
857,total velocity,[282],1,0.5766871165644172,0.5766871165644172,0.0
858,high rate,[283],1,0.5787321063394683,0.5787321063394683,0.0
859,good candidate,[283],1,0.5787321063394683,0.5787321063394683,0.0
860,space velocity,[284],1,0.5807770961145194,0.5807770961145194,0.0
861,young population,[285],1,0.5828220858895705,0.5828220858895705,0.0
862,nearby star,[285 287],2,0.5848670756646217,0.5848670756646217,0.002044989775051125
863,generally low velocity,[285],1,0.5828220858895705,0.5828220858895705,0.0
864,elliptical orbit,[286],1,0.5848670756646217,0.5848670756646217,0.0
865,latter,[286],1,0.5848670756646217,0.5848670756646217,0.0
866,plane,[286],1,0.5848670756646217,0.5848670756646217,0.0
867,kinematics,[287],1,0.5869120654396728,0.5869120654396728,0.0
868,a comparison,[287],1,0.5869120654396728,0.5869120654396728,0.0
869,common point,[287],1,0.5869120654396728,0.5869120654396728,0.0
870,convective circulation occurs,[288],1,0.588957055214724,0.588957055214724,0.0
871,dynamo,[289],1,0.591002044989775,0.591002044989775,0.0
872,plasma function,[289],1,0.591002044989775,0.591002044989775,0.0
873,mechanical dynamo,[289],1,0.591002044989775,0.591002044989775,0.0
874,electrical charge,[289],1,0.591002044989775,0.591002044989775,0.0
875,great range,[290],1,0.5930470347648262,0.5930470347648262,0.0
876,magnetic field varies,[291],1,0.5950920245398773,0.5950920245398773,0.0
877,magnetic surface activity,[291],1,0.5950920245398773,0.5950920245398773,0.0
878,surface activity,[292 296 298],3,0.6039536468984321,0.6053169734151329,0.005101100731798147
879,normal surface temperature,[292],1,0.5971370143149284,0.5971370143149284,0.0
880,starspots,[292 319 361],3,0.6625766871165644,0.6523517382413088,0.05805754423958442
881,magnetic field flux line,[293],1,0.5991820040899796,0.5991820040899796,0.0
882,coronal loop,[293 294],2,0.6002044989775052,0.6002044989775052,0.0010224948875255625
883,corona,[293 466 467 468 470],5,0.8850715746421268,0.9550102249488752,0.14297038192642525
884,length,[294],1,0.6012269938650306,0.6012269938650306,0.0
885,high-energy particle,[295],1,0.6032719836400818,0.6032719836400818,0.0
886,stellar flare,[295 464],2,0.7760736196319018,0.7760736196319018,0.17280163599182005
887,magnetic activity,[295],1,0.6032719836400818,0.6032719836400818,0.0
888,young,[296],1,0.6053169734151329,0.6053169734151329,0.0
889,high level,[296],1,0.6053169734151329,0.6053169734151329,0.0
890,brake,[297],1,0.6073619631901841,0.6073619631901841,0.0
891,low level,[298 464],2,0.7791411042944786,0.7791411042944786,0.16973415132924335
892,much slow rate,[298],1,0.6094069529652352,0.6094069529652352,0.0
893,cyclical manner,[299],1,0.6114519427402862,0.6114519427402862,0.0
894,activity level,[299],1,0.6114519427402862,0.6114519427402862,0.0
895,70-year period,[300],1,0.6134969325153374,0.6134969325153374,0.0
896,maunder minimum,[300],1,0.6134969325153374,0.6134969325153374,0.0
897,sunspot activity,[300],1,0.6134969325153374,0.6134969325153374,0.0
898,eta carina,[301],1,0.6155419222903885,0.6155419222903885,0.0
899,as much mass,[301],1,0.6155419222903885,0.6155419222903885,0.0
900,current era,[302],1,0.6175869120654397,0.6175869120654397,0.0
901,open cluster,[302],1,0.6175869120654397,0.6175869120654397,0.0
902,upper limit,[302],1,0.6175869120654397,0.6175869120654397,0.0
903,theoretical limit,[303],1,0.6196319018404908,0.6196319018404908,0.0
904,radiation pressure,[303],1,0.6196319018404908,0.6196319018404908,0.0
905,gas cloud,[303],1,0.6196319018404908,0.6196319018404908,0.0
906,empirical value,[303],1,0.6196319018404908,0.6196319018404908,0.0
907,r136 cluster,[304],1,0.621676891615542,0.621676891615542,0.0
908,large mass,[304],1,0.621676891615542,0.621676891615542,0.0
909,several star,[304],1,0.621676891615542,0.621676891615542,0.0
910,merger,[304],1,0.621676891615542,0.621676891615542,0.0
911,massive star formation,[304],1,0.621676891615542,0.621676891615542,0.0
912,limit,[304],1,0.621676891615542,0.621676891615542,0.0
913,large magellanic cloud,[304],1,0.621676891615542,0.621676891615542,0.0
914,first star,[305],1,0.623721881390593,0.623721881390593,0.0
915,complete absence,[305],1,0.623721881390593,0.623721881390593,0.0
916,lithium,[305],1,0.623721881390593,0.623721881390593,0.0
917,supermassive population iii,[306],1,0.6257668711656442,0.6257668711656442,0.0
918,generation,[306],1,0.6257668711656442,0.6257668711656442,0.0
919,i,[306],1,0.6257668711656442,0.6257668711656442,0.0
920,very early universe,[306],1,0.6257668711656442,0.6257668711656442,0.0
921,chemical element,[308],1,0.6298568507157464,0.6298568507157464,0.0
922,late formation,[308],1,0.6298568507157464,0.6298568507157464,0.0
923,production,[308 344 485],3,0.7750511247443763,0.7034764826175869,0.15619759880513956
924,high redshift,[308],1,0.6298568507157464,0.6298568507157464,0.0
925,population iii star,[309],1,0.6319018404907976,0.6319018404907976,0.0
926,z,[309],1,0.6319018404907976,0.6319018404907976,0.0
927,june,[309],1,0.6319018404907976,0.6319018404907976,0.0
928,cosmos redshift,[309],1,0.6319018404907976,0.6319018404907976,0.0
929,mj,[311 312 314],3,0.6387184730743013,0.6380368098159509,0.0025505503658990736
930,j0523-1403,[311],1,0.6359918200408998,0.6359918200408998,0.0
931,still undergo fusion,[312],1,0.6380368098159509,0.6380368098159509,0.0
932,minimum star size,[313],1,0.6400817995910021,0.6400817995910021,0.0
933,grey area,[315],1,0.6441717791411042,0.6441717791411042,0.0
934,smaller body,[315],1,0.6441717791411042,0.6441717791411042,0.0
935,brown dwarf,[315 406],2,0.7372188139059305,0.7372188139059305,0.09304703476482618
936,gas giant,[315],1,0.6441717791411042,0.6441717791411042,0.0
937,surface gravity,[316 318 350 352 409],5,0.7137014314928425,0.7157464212678937,0.0688041056902279
938,much low surface gravity,[317],1,0.6482617586912065,0.6482617586912065,0.0
939,opposite,[317],1,0.6482617586912065,0.6482617586912065,0.0
940,compact star,[317],1,0.6482617586912065,0.6482617586912065,0.0
941,degenerate,[317],1,0.6482617586912065,0.6482617586912065,0.0
942,broadening,[318],1,0.6503067484662577,0.6503067484662577,0.0
943,appearance,[318],1,0.6503067484662577,0.6503067484662577,0.0
944,high gravity,[318],1,0.6503067484662577,0.6503067484662577,0.0
945,rotation rate,[319 331],2,0.6646216768916156,0.6646216768916156,0.012269938650306749
946,spectroscopic measurement,[319],1,0.6523517382413088,0.6523517382413088,0.0
947,equator,[320 321 360],3,0.6823449216087253,0.656441717791411,0.03808783924934967
948,young star,[320],1,0.65439672801636,0.65439672801636,0.0
949,equatorial velocity,[321 323],2,0.6584867075664622,0.6584867075664622,0.002044989775051125
950,equatorial diameter,[321],1,0.656441717791411,0.656441717791411,0.0
951,b-class star achernar,[321],1,0.656441717791411,0.656441717791411,0.0
952,pole,[321 360],2,0.696319018404908,0.696319018404908,0.03987730061349693
953,critical velocity,[322],1,0.6584867075664622,0.6584867075664622,0.0
954,day,[323 434],2,0.7740286298568507,0.7740286298568507,0.11349693251533742
955,stellar wind serve,[325],1,0.6646216768916156,0.6646216768916156,0.0
956,significant amount,[325],1,0.6646216768916156,0.6646216768916156,0.0
957,rapid rate,[326],1,0.6666666666666666,0.6666666666666666,0.0
958,degenerate star,[326],1,0.6666666666666666,0.6666666666666666,0.0
959,compact mass,[326],1,0.6666666666666666,0.6666666666666666,0.0
960,spin,[327],1,0.6687116564417178,0.6687116564417178,0.0
961,contraction,[327],1,0.6687116564417178,0.6687116564417178,0.0
962,body,[327],1,0.6687116564417178,0.6687116564417178,0.0
963,relatively low rate,[327],1,0.6687116564417178,0.6687116564417178,0.0
964,conservation,[327],1,0.6687116564417178,0.6687116564417178,0.0
965,angular tendency,[327],1,0.6687116564417178,0.6687116564417178,0.0
966,mass loss,[328],1,0.6707566462167689,0.6707566462167689,0.0
967,large portion,[328],1,0.6707566462167689,0.6707566462167689,0.0
968,second,[330],1,0.6748466257668712,0.6748466257668712,0.0
969,heart,[330],1,0.6748466257668712,0.6748466257668712,0.0
970,emission,[331],1,0.6768916155419223,0.6768916155419223,0.0
971,energy production,[332],1,0.6789366053169734,0.6789366053169734,0.0
972,color index,[332],1,0.6789366053169734,0.6789366053169734,0.0
973,effective temperature,[333 334],2,0.6820040899795501,0.6820040899795501,0.0010224948875255625
974,black body,[333],1,0.6809815950920245,0.6809815950920245,0.0
975,surface area,[333],1,0.6809815950920245,0.6809815950920245,0.0
976,representative,[334],1,0.6830265848670757,0.6830265848670757,0.0
977,note,[334],1,0.6830265848670757,0.6830265848670757,0.0
978,core region,[335],1,0.6850715746421268,0.6850715746421268,0.0
979,kelvin,[335 476 483],3,0.8820722563053851,0.9734151329243353,0.13942305100137284
980,various element,[336],1,0.6871165644171779,0.6871165644171779,0.0
981,characteristic absorption line,[336],1,0.6871165644171779,0.6871165644171779,0.0
982,stellar temperature,[336],1,0.6871165644171779,0.6871165644171779,0.0
983,ionization,[336],1,0.6871165644171779,0.6871165644171779,0.0
984,classification,[337 402],2,0.7556237218813906,0.7556237218813906,0.06646216768916155
985,absorption feature,[337],1,0.689161554192229,0.689161554192229,0.0
986,visual absolute magnitude,[337],1,0.689161554192229,0.689161554192229,0.0
987,k,[338 339 340 401 404 438],6,0.7702794819359237,0.7576687116564417,0.08076774787067861
988,massive,[338],1,0.6912065439672802,0.6912065439672802,0.0
989,smaller star,[339 455],2,0.8118609406952966,0.8118609406952966,0.11860940695296524
990,exterior surface area,[340],1,0.6952965235173824,0.6952965235173824,0.0
991,relatively low surface temperature,[340],1,0.6952965235173824,0.6952965235173824,0.0
992,particle radiation,[341 342],2,0.6983640081799591,0.6983640081799591,0.0010224948875255625
993,electromagnetic radiation,[341 347 348 349],4,0.7080777096114519,0.7106339468302658,0.006364979344575017
994,beta particle,[342],1,0.6993865030674846,0.6993865030674846,0.0
995,alpha,[342],1,0.6993865030674846,0.6993865030674846,0.0
996,almost massless,[343],1,0.7014314928425358,0.7014314928425358,0.0
997,steady stream,[343],1,0.7014314928425358,0.7014314928425358,0.0
998,atomic nucleus,[344 440],2,0.8016359918200409,0.8016359918200409,0.09815950920245399
999,new heavier element,[344],1,0.7034764826175869,0.7034764826175869,0.0
1000,reason star,[344],1,0.7034764826175869,0.7034764826175869,0.0
1001,atomic nucleus fuse,[344],1,0.7034764826175869,0.7034764826175869,0.0
1002,nuclear fusion product,[344],1,0.7034764826175869,0.7034764826175869,0.0
1003,gamma ray photon,[344 477],2,0.8394683026584867,0.8394683026584867,0.1359918200408998
1004,other form,[345 356],2,0.7167689161554193,0.7167689161554193,0.011247443762781187
1005,low frequency,[345],1,0.7055214723926381,0.7055214723926381,0.0
1006,visible light,[345 346 347 348],4,0.7085889570552147,0.7085889570552147,0.0022863680751531593
1007,electromagnetic energy,[345 474],2,0.8374233128834356,0.8374233128834356,0.13190184049079753
1008,photosphere,[346 459 462 463 464],5,0.8973415132924336,0.9447852760736196,0.09494920779160831
1009,most intense frequency,[346],1,0.7075664621676891,0.7075664621676891,0.0
1010,human eye,[347],1,0.7096114519427403,0.7096114519427403,0.0
1011,besides,[347],1,0.7096114519427403,0.7096114519427403,0.0
1012,form,[347 413 440],3,0.8179959100204499,0.8445807770961146,0.07988558275920085
1013,x-ray,[348],1,0.7116564417177914,0.7116564417177914,0.0
1014,shortest,[348],1,0.7116564417177914,0.7116564417177914,0.0
1015,ultraviolet,[348],1,0.7116564417177914,0.7116564417177914,0.0
1016,electromagnetic spectrum,[348],1,0.7116564417177914,0.7116564417177914,0.0
1017,fact,[348],1,0.7116564417177914,0.7116564417177914,0.0
1018,radio wave,[348],1,0.7116564417177914,0.7116564417177914,0.0
1019,long wavelength,[348],1,0.7116564417177914,0.7116564417177914,0.0
1020,total energy,[349],1,0.7137014314928425,0.7137014314928425,0.0
1021,frequency,[349],1,0.7137014314928425,0.7137014314928425,0.0
1022,physic,[349],1,0.7137014314928425,0.7137014314928425,0.0
1023,standpoint,[349],1,0.7137014314928425,0.7137014314928425,0.0
1024,rotational velocity,[350],1,0.7157464212678937,0.7157464212678937,0.0
1025,stellar model,[352],1,0.7198364008179959,0.7198364008179959,0.0
1026,rotation period,[352],1,0.7198364008179959,0.7198364008179959,0.0
1027,orbital velocity,[353],1,0.721881390593047,0.721881390593047,0.0
1028,gravitational microlensing,[354],1,0.7239263803680982,0.7239263803680982,0.0
1029,parameter,[355],1,0.7259713701431493,0.7259713701431493,0.0
1030,radiant energy,[356],1,0.7280163599182005,0.7280163599182005,0.0
1031,power,[357 360],2,0.7331288343558282,0.7331288343558282,0.003067484662576687
1032,entire surface,[359],1,0.7341513292433538,0.7341513292433538,0.0
1033,unit area,[360],1,0.7361963190184049,0.7361963190184049,0.0
1034,star vega,[360],1,0.7361963190184049,0.7361963190184049,0.0
1035,high energy flux,[360],1,0.7361963190184049,0.7361963190184049,0.0
1036,patch,[361],1,0.7382413087934561,0.7382413087934561,0.0
1037,low temperature,[361],1,0.7382413087934561,0.7382413087934561,0.0
1038,only small starspots,[362],1,0.7402862985685071,0.7402862985685071,0.0
1039,dwarf star,[362],1,0.7402862985685071,0.7402862985685071,0.0
1040,small,[362],1,0.7402862985685071,0.7402862985685071,0.0
1041,essentially featureless disk,[362],1,0.7402862985685071,0.7402862985685071,0.0
1042,stellar limb,[363],1,0.7423312883435583,0.7423312883435583,0.0
1043,more obvious starspots,[363],1,0.7423312883435583,0.7423312883435583,0.0
1044,edge,[364],1,0.7443762781186094,0.7443762781186094,0.0
1045,stellar disk,[364],1,0.7443762781186094,0.7443762781186094,0.0
1046,uv ceti,[365],1,0.7464212678936605,0.7464212678936605,0.0
1047,red dwarf flare star,[365],1,0.7464212678936605,0.7464212678936605,0.0
1048,prominent starspot feature,[365],1,0.7464212678936605,0.7464212678936605,0.0
1049,apparent magnitude,[366 368 382 385],4,0.7673824130879345,0.7668711656441718,0.017071378176957055
1050,apparent brightness,[366],1,0.7484662576687117,0.7484662576687117,0.0
1051,interstellar dust,[367],1,0.7505112474437627,0.7505112474437627,0.0
1052,function,[367],1,0.7505112474437627,0.7505112474437627,0.0
1053,altering,[367],1,0.7505112474437627,0.7505112474437627,0.0
1054,extinction effect,[367],1,0.7505112474437627,0.7505112474437627,0.0
1055,parsec,[368],1,0.7525562372188139,0.7525562372188139,0.0
1056,absolute magnitude,[368 382 383 386 388 393 411],7,0.791995325737657,0.7893660531697342,0.024630136030801043
1057,intrinsic,[368],1,0.7525562372188139,0.7525562372188139,0.0
1058,brightness variation,[370],1,0.7566462167689162,0.7566462167689162,0.0
1059,whole number difference,[370],1,0.7566462167689162,0.7566462167689162,0.0
1060,absolute magnitude scale,[370 379],2,0.7658486707566462,0.7658486707566462,0.009202453987730062
1061,logarithmic unit,[370],1,0.7566462167689162,0.7566462167689162,0.0
1062,apparent,[370],1,0.7566462167689162,0.7566462167689162,0.0
1063,root,[371],1,0.7586912065439673,0.7586912065439673,0.0
1064,first magnitude star,[373],1,0.7627811860940695,0.7627811860940695,0.0
1065,second magnitude,[375],1,0.7668711656441718,0.7668711656441718,0.0
1066,sixth magnitude star,[376],1,0.7689161554192229,0.7689161554192229,0.0
1067,good seeing condition,[378],1,0.7730061349693251,0.7730061349693251,0.0
1068,faint star,[378 398],2,0.7934560327198364,0.7934560327198364,0.02044989775051125
1069,magnitude equation3,[378],1,0.7730061349693251,0.7730061349693251,0.0
1070,fainter,[379],1,0.7750511247443763,0.7750511247443763,0.0
1071,brighter,[379],1,0.7750511247443763,0.7750511247443763,0.0
1072,magnitude number,[379 381],2,0.7770961145194274,0.7770961145194274,0.002044989775051125
1073,bright star,[380 388],2,0.7852760736196319,0.7852760736196319,0.0081799591002045
1074,scale,[380],1,0.7770961145194274,0.7770961145194274,0.0
1075,negative magnitude number,[380],1,0.7770961145194274,0.7770961145194274,0.0
1076,exponent,[381],1,0.7791411042944786,0.7791411042944786,0.0
1077,mb,[381],1,0.7791411042944786,0.7791411042944786,0.0
1078,mf,[381],1,0.7791411042944786,0.7791411042944786,0.0
1079,base number,[381],1,0.7791411042944786,0.7791411042944786,0.0
1080,fainter star,[381],1,0.7791411042944786,0.7791411042944786,0.0
1081,brighter star,[381],1,0.7791411042944786,0.7791411042944786,0.0
1082,bright star sirius,[382],1,0.7811860940695297,0.7811860940695297,0.0
1083,equation1,[383],1,0.7832310838445807,0.7832310838445807,0.0
1084,canopus,[388 390 392],3,0.7975460122699386,0.7975460122699386,0.003339454318722806
1085,lbv,[393],1,0.803680981595092,0.803680981595092,0.0
1086,luminous star,[396],1,0.8098159509202454,0.8098159509202454,0.0
1087,ngc,[396],1,0.8098159509202454,0.8098159509202454,0.0
1088,28th magnitude,[397],1,0.8118609406952966,0.8118609406952966,0.0
1089,birthday candle,[398],1,0.8139059304703476,0.8139059304703476,0.0
1090,stellar classification system,[399],1,0.8159509202453987,0.8159509202453987,0.0
1091,hydrogen line,[399],1,0.8159509202453987,0.8159509202453987,0.0
1092,20th century,[399],1,0.8159509202453987,0.8159509202453987,0.0
1093,q,[399],1,0.8159509202453987,0.8159509202453987,0.0
1094,hydrogen line strength,[400],1,0.8179959100204499,0.8179959100204499,0.0
1095,linear function,[400],1,0.8179959100204499,0.8179959100204499,0.0
1096,great temperature,[401],1,0.820040899795501,0.820040899795501,0.0
1097,modern scheme,[402],1,0.8220858895705522,0.8220858895705522,0.0
1098,type o,[403],1,0.8241308793456033,0.8241308793456033,0.0
1099,molecule,[403],1,0.8241308793456033,0.8241308793456033,0.0
1100,single-letter classification,[403],1,0.8241308793456033,0.8241308793456033,0.0
1101,b,[404],1,0.8261758691206544,0.8261758691206544,0.0
1102,o,[404],1,0.8261758691206544,0.8261758691206544,0.0
1103,g,[404],1,0.8261758691206544,0.8261758691206544,0.0
1104,main classification,[404],1,0.8261758691206544,0.8261758691206544,0.0
1105,f,[404],1,0.8261758691206544,0.8261758691206544,0.0
1106,special classification,[405],1,0.8282208588957055,0.8282208588957055,0.0
1107,t,[406],1,0.8302658486707567,0.8302658486707567,0.0
