,Concept,Occurence,Frequency,Mean,Median,Sdev
337,hundred,[ 91 126 226 233 260],5,0.3828220858895705,0.4621676891615542,0.13534928237437988
338,only exception,[91],1,0.18609406952965235,0.18609406952965235,0.0
339,thousand,[ 91 126 233],3,0.3067484662576687,0.25766871165644173,0.1235259593351086
340,faint image,[91],1,0.18609406952965235,0.18609406952965235,0.0
341,most distant star cluster,[91],1,0.18609406952965235,0.18609406952965235,0.0
342,large star cluster,[91],1,0.18609406952965235,0.18609406952965235,0.0
343,february,[92],1,0.18813905930470348,0.18813905930470348,0.0
344,light,[ 92 356 367 398 460],5,0.6842535787321063,0.7505112474437627,0.25884627213927375
345,signal,[92 96],2,0.19222903885480572,0.19222903885480572,0.00408997955010225
346,big bang,[ 92  97 305],3,0.3367416496250852,0.1983640081799591,0.2029685976746384
347,first time,[92],1,0.18813905930470348,0.18813905930470348,0.0
348,early star,[ 92 139],2,0.2361963190184049,0.2361963190184049,0.04805725971370143
349,indirect detection,[92],1,0.18813905930470348,0.18813905930470348,0.0
350,year,"[ 92  97  98 138 155 158 160 163 168 169 173 183 242 250 252 255 260 280
 301 421]",20,0.4105316973415133,0.3496932515337423,0.16186823945191667
351,reionization epoch,[92],1,0.18813905930470348,0.18813905930470348,0.0
352,april,[93],1,0.1901840490797546,0.1901840490797546,0.0
353,detection,[93 96],2,0.19325153374233128,0.19325153374233128,0.003067484662576687
354,e,[ 94 307 414],3,0.5555555555555556,0.6278118609406953,0.271998161342514
355,mac j1149,[95],1,0.19427402862985685,0.19427402862985685,0.0
356,icarus,[95],1,0.19427402862985685,0.19427402862985685,0.0
357,main sequence,[ 95 143 151 152 153 161 162 174 325 438],10,0.39959100204498976,0.3210633946830266,0.20129016249606407
358,team inferring,[96],1,0.19631901840490798,0.19631901840490798,0.0
359,very large,[96],1,0.19631901840490798,0.19631901840490798,0.0
360,may,[96],1,0.19631901840490798,0.19631901840490798,0.0
361,most distant galaxy,[96],1,0.19631901840490798,0.19631901840490798,0.0
362,atacama large millimeter array,[96],1,0.19631901840490798,0.19631901840490798,0.0
363,most distant oxygen,[96],1,0.19631901840490798,0.19631901840490798,0.0
364,model,[98],1,0.20040899795501022,0.20040899795501022,0.0
365,observed brightness,[98],1,0.20040899795501022,0.20040899795501022,0.0
366,redshift,[98],1,0.20040899795501022,0.20040899795501022,0.0
367,onset,[98],1,0.20040899795501022,0.20040899795501022,0.0
368,star formation,[ 98 128],2,0.2310838445807771,0.2310838445807771,0.03067484662576687
369,concept,[99],1,0.20245398773006135,0.20245398773006135,0.0
370,babylonian period,[99],1,0.20245398773006135,0.20245398773006135,0.0
371,nature,[100],1,0.20449897750511248,0.20449897750511248,0.0
372,pattern,[100],1,0.20449897750511248,0.20449897750511248,0.0
373,myth,[100],1,0.20449897750511248,0.20449897750511248,0.0
374,ancient sky watcher,[100],1,0.20449897750511248,0.20449897750511248,0.0
375,prominent arrangement,[100],1,0.20449897750511248,0.20449897750511248,0.0
376,particular aspect,[100],1,0.20449897750511248,0.20449897750511248,0.0
377,formation,[101 132 177 219 220],5,0.34723926380368103,0.3619631901840491,0.09659108238028395
378,astrology,[101],1,0.2065439672801636,0.2065439672801636,0.0
379,basis,[101],1,0.2065439672801636,0.2065439672801636,0.0
380,band,[101],1,0.2065439672801636,0.2065439672801636,0.0
381,arabic,[102],1,0.2085889570552147,0.2085889570552147,0.0
382,name,[102 104 106 107 112 113],6,0.2194955691888207,0.21779141104294478,0.008151506982345874
383,latin designation,[102],1,0.2085889570552147,0.2085889570552147,0.0
384,own myth,[103],1,0.21063394683026584,0.21063394683026584,0.0
385,certain constellation,[103],1,0.21063394683026584,0.21063394683026584,0.0
386,ancient greek,[104],1,0.21267893660531698,0.21267893660531698,0.0
387,greek,[104],1,0.21267893660531698,0.21267893660531698,0.0
388,important deity,[104],1,0.21267893660531698,0.21267893660531698,0.0
389,saturn,[104],1,0.21267893660531698,0.21267893660531698,0.0
390,venus,[104],1,0.21267893660531698,0.21267893660531698,0.0
391,planet mercury,[104],1,0.21267893660531698,0.21267893660531698,0.0
392,wanderer,[104],1,0.21267893660531698,0.21267893660531698,0.0
393,antiquity,[105],1,0.2147239263803681,0.2147239263803681,0.0
394,roman god,[105],1,0.2147239263803681,0.2147239263803681,0.0
395,low brightness,[105],1,0.2147239263803681,0.2147239263803681,0.0
396,neptune,[105],1,0.2147239263803681,0.2147239263803681,0.0
397,uranus,[105],1,0.2147239263803681,0.2147239263803681,0.0
398,late astronomer,[106],1,0.2167689161554192,0.2167689161554192,0.0
399,circa,[107],1,0.21881390593047034,0.21881390593047034,0.0
400,corresponding region,[107],1,0.21881390593047034,0.21881390593047034,0.0
401,designation,[108],1,0.22085889570552147,0.22085889570552147,0.0
402,greek letter,[108],1,0.22085889570552147,0.22085889570552147,0.0
403,star map,[108],1,0.22085889570552147,0.22085889570552147,0.0
404,german astronomer johann bayer,[108],1,0.22085889570552147,0.22085889570552147,0.0
405,right ascension,[109],1,0.2229038854805726,0.2229038854805726,0.0
406,john flamsteed,[109],1,0.2229038854805726,0.2229038854805726,0.0
407,edition,[109],1,0.2229038854805726,0.2229038854805726,0.0
408,historia coelestis britannica,[109],1,0.2229038854805726,0.2229038854805726,0.0
409,numbering system,[109],1,0.2229038854805726,0.2229038854805726,0.0
410,numbering,[109],1,0.2229038854805726,0.2229038854805726,0.0
411,flamsteed designation,[109],1,0.2229038854805726,0.2229038854805726,0.0
412,international astronomical union,[110 111],2,0.22597137014314927,0.22597137014314927,0.0010224948875255625
413,iau,[110 113 117 118 120 122],6,0.23858214042263123,0.24028629856850717,0.008320760474256103
414,celestial body,[110],1,0.2249488752556237,0.2249488752556237,0.0
415,authority,[110],1,0.2249488752556237,0.2249488752556237,0.0
416,working group,[111],1,0.22699386503067484,0.22699386503067484,0.0
417,wgsn,[111],1,0.22699386503067484,0.22699386503067484,0.0
418,catalog,[111],1,0.22699386503067484,0.22699386503067484,0.0
419,british library,[112],1,0.22903885480572597,0.22903885480572597,0.0
420,commercial enterprise,[112],1,0.22903885480572597,0.22903885480572597,0.0
421,private company,[112],1,0.22903885480572597,0.22903885480572597,0.0
422,commercial practice,[113],1,0.2310838445807771,0.2310838445807771,0.0
423,professional astronomer,[113],1,0.2310838445807771,0.2310838445807771,0.0
424,amateur astronomy community,[113],1,0.2310838445807771,0.2310838445807771,0.0
425,deceptive practice,[114],1,0.2331288343558282,0.2331288343558282,0.0
426,assigned name,[114],1,0.2331288343558282,0.2331288343558282,0.0
427,international star registry,[114],1,0.2331288343558282,0.2331288343558282,0.0
428,star-naming company,[114],1,0.2331288343558282,0.2331288343558282,0.0
429,violation,[115],1,0.23517382413087934,0.23517382413087934,0.0
430,deceptive trade practice,[115],1,0.23517382413087934,0.23517382413087934,0.0
431,fraud,[115],1,0.23517382413087934,0.23517382413087934,0.0
432,consumer affair,[115],1,0.23517382413087934,0.23517382413087934,0.0
433,now-discontinued isr practice,[115],1,0.23517382413087934,0.23517382413087934,0.0
434,isr,[115],1,0.23517382413087934,0.23517382413087934,0.0
435,scam,[115],1,0.23517382413087934,0.23517382413087934,0.0
436,new york city department,[115],1,0.23517382413087934,0.23517382413087934,0.0
437,radius,[116 120 121 187 316 332 352 358 421],9,0.527834583049307,0.6462167689161554,0.2334265121043942
438,si unit,[116],1,0.23721881390593047,0.23721881390593047,0.0
439,cgs unit,[116],1,0.23721881390593047,0.23721881390593047,0.0
440,stellar parameter,[116 117 120],3,0.24062713019768237,0.2392638036809816,0.0034758142560278016
441,characteristic,[116],1,0.23721881390593047,0.23721881390593047,0.0
442,solar unit,[116],1,0.23721881390593047,0.23721881390593047,0.0
443,solar value,[117],1,0.2392638036809816,0.2392638036809816,0.0
444,set,[117],1,0.2392638036809816,0.2392638036809816,0.0
445,solar mass,[117 118 192 314],4,0.37883435582822084,0.3169734151329243,0.16424575070560224
446,gravitational constant g,[117],1,0.2392638036809816,0.2392638036809816,0.0
447,uncertainty,[117 256],2,0.38139059304703476,0.38139059304703476,0.14212678936605316
448,relative uncertainty,[117],1,0.2392638036809816,0.2392638036809816,0.0
449,si constant,[117],1,0.2392638036809816,0.2392638036809816,0.0
450,constant g,[118],1,0.24130879345603273,0.24130879345603273,0.0
451,solar mass parameter,[118],1,0.24130879345603273,0.24130879345603273,0.0
452,product,[118 341],2,0.46932515337423314,0.46932515337423314,0.2280163599182004
453,gravitational constant,[118],1,0.24130879345603273,0.24130879345603273,0.0
454,codata estimate,[118],1,0.24130879345603273,0.24130879345603273,0.0
455,great precision,[118],1,0.24130879345603273,0.24130879345603273,0.0
456,kg,[119],1,0.24335378323108384,0.24335378323108384,0.0
457,future,[120],1,0.24539877300613497,0.24539877300613497,0.0
458,useful measure,[120],1,0.24539877300613497,0.24539877300613497,0.0
459,same si value,[120],1,0.24539877300613497,0.24539877300613497,0.0
460,mass parameter,[120],1,0.24539877300613497,0.24539877300613497,0.0
461,exact value,[120],1,0.24539877300613497,0.24539877300613497,0.0
462,observational uncertainty,[120],1,0.24539877300613497,0.24539877300613497,0.0
463,nominal constant,[120],1,0.24539877300613497,0.24539877300613497,0.0
464,term,[121 262 333 366],4,0.5531697341513292,0.6083844580777096,0.19251436423685137
465,km,[121 275 465],3,0.5869120654396728,0.5623721881390593,0.28771681051854897
466,mile,[121],1,0.2474437627811861,0.2474437627811861,0.0
467,mean distance,[121],1,0.2474437627811861,0.2474437627811861,0.0
468,giant star,[121 317 363 438],4,0.6334355828220859,0.6952965235173824,0.23971508923618232
469,large length,[121],1,0.2474437627811861,0.2474437627811861,0.0
470,semi-major axis,[121],1,0.2474437627811861,0.2474437627811861,0.0
471,meter,[122],1,0.24948875255623723,0.24948875255623723,0.0
472,m,[122 382 403 404 414],5,0.7055214723926381,0.8241308793456033,0.22900963880269803
473,exact length,[122],1,0.24948875255623723,0.24948875255623723,0.0
474,astronomical constant,[122],1,0.24948875255623723,0.24948875255623723,0.0
475,region,[123 132 133 223 288 292 449 450 452 462],10,0.6143149284253578,0.5930470347648262,0.28011612751426757
476,high matter density,[123],1,0.25153374233128833,0.25153374233128833,0.0
477,vacuum chamber,[123],1,0.25153374233128833,0.25153374233128833,0.0
478,star condense,[123],1,0.25153374233128833,0.25153374233128833,0.0
479,percent helium,[124],1,0.25357873210633947,0.25357873210633947,0.0
480,molecular,[124],1,0.25357873210633947,0.25357873210633947,0.0
481,few percent,[124],1,0.25357873210633947,0.25357873210633947,0.0
482,example,[125 153 300 321 330 360 382 414 452 486],10,0.6795501022494888,0.7055214723926381,0.22786921990505452
483,star-forming region,[125],1,0.2556237218813906,0.2556237218813906,0.0
484,orion nebula,[125],1,0.2556237218813906,0.2556237218813906,0.0
485,group,[126 127 424 426],4,0.5639059304703476,0.5633946830265849,0.30521900570073307
486,most star,[126 144 157 238 250 272 458],7,0.48057259713701433,0.4867075664621677,0.21528382964389056
487,dozen,[126],1,0.25766871165644173,0.25766871165644173,0.0
488,massive star,[127 131 132 141 164 194 196 198 208 259 304 484],12,0.4325153374233129,0.3987730061349693,0.19842461073290343
489,h ii region,[127],1,0.25971370143149286,0.25971370143149286,0.0
490,cloud,[127 128 132 134 141 146],6,0.27539195637355146,0.2719836400817996,0.013953298902834846
491,such feedback effect,[128],1,0.261758691206544,0.261758691206544,0.0
492,further star formation,[128],1,0.261758691206544,0.261758691206544,0.0
493,prevent,[128],1,0.261758691206544,0.261758691206544,0.0
494,main sequence star,[129 248 317 325 332 338 411 439 453 464 476 487],12,0.7530674846625767,0.7658486707566462,0.21064573497301478
495,existence,[129 150 467],3,0.5085207907293796,0.3067484662576687,0.31620212396275466
496,majority,[129 235],2,0.3721881390593047,0.3721881390593047,0.1083844580777096
497,different mass,[130],1,0.2658486707566462,0.2658486707566462,0.0
498,markedly different property,[130],1,0.2658486707566462,0.2658486707566462,0.0
499,various stage,[130],1,0.2658486707566462,0.2658486707566462,0.0
500,ultimate fate,[131],1,0.26789366053169733,0.26789366053169733,0.0
501,impact,[131],1,0.26789366053169733,0.26789366053169733,0.0
502,more massive star differs,[131],1,0.26789366053169733,0.26789366053169733,0.0
503,compression,[132],1,0.26993865030674846,0.26993865030674846,0.0
504,high,[132],1,0.26993865030674846,0.26993865030674846,0.0
505,gravitational instability,[132],1,0.26993865030674846,0.26993865030674846,0.0
506,interstellar medium,[132 221 470],3,0.5610088616223585,0.45194274028629855,0.29253283089055954
507,often group star,[132],1,0.26993865030674846,0.26993865030674846,0.0
508,radiation,[132 141 202 331],4,0.4120654396728016,0.3507157464212679,0.162512366538356
509,molecular cloud,[132 178 287],3,0.4069529652351738,0.36400817995910023,0.13291909171136992
510,bubble,[132],1,0.26993865030674846,0.26993865030674846,0.0
511,starburst galaxy,[132],1,0.26993865030674846,0.26993865030674846,0.0
512,collision,[132 245 246 304],4,0.47392638036809814,0.5020449897750511,0.12749961859846354
513,criterion,[133],1,0.2719836400817996,0.2719836400817996,0.0
514,sufficient density,[133],1,0.2719836400817996,0.2719836400817996,0.0
515,jean instability,[133],1,0.2719836400817996,0.2719836400817996,0.0
516,matter,[133 217 218],3,0.38718473074301296,0.4437627811860941,0.08146375047813124
517,gravitational force,[133 436],2,0.581799591002045,0.581799591002045,0.3098159509202454
518,dense dust,[134],1,0.2740286298568507,0.2740286298568507,0.0
519,gas form,[134],1,0.2740286298568507,0.2740286298568507,0.0
520,individual conglomeration,[134],1,0.2740286298568507,0.2740286298568507,0.0
521,bok globule,[134],1,0.2740286298568507,0.2740286298568507,0.0
522,heat,[135],1,0.27607361963190186,0.27607361963190186,0.0
523,gravitational energy convert,[135],1,0.27607361963190186,0.27607361963190186,0.0
524,density increase,[135],1,0.27607361963190186,0.27607361963190186,0.0
525,globule collapse,[135],1,0.27607361963190186,0.27607361963190186,0.0
526,protostar form,[136],1,0.278118609406953,0.278118609406953,0.0
527,protostellar cloud,[136],1,0.278118609406953,0.278118609406953,0.0
528,stable condition,[136],1,0.278118609406953,0.278118609406953,0.0
529,hydrostatic equilibrium,[136 435 446],3,0.6932515337423313,0.8895705521472392,0.2936869236013402
530,protoplanetary disk,[137],1,0.28016359918200406,0.28016359918200406,0.0
531,gravitational energy,[137],1,0.28016359918200406,0.28016359918200406,0.0
532,pre-main-sequence star,[137],1,0.28016359918200406,0.28016359918200406,0.0
533,conversion,[137],1,0.28016359918200406,0.28016359918200406,0.0
534,period,[138 299 421 433],4,0.6600204498977505,0.7361963190184049,0.2430544764521431
535,gravitational contraction,[138],1,0.2822085889570552,0.2822085889570552,0.0
536,great mass,[139],1,0.2842535787321063,0.2842535787321063,0.0
537,herbig star,[139],1,0.2842535787321063,0.2842535787321063,0.0
538,t tauri star,[139],1,0.2842535787321063,0.2842535787321063,0.0
539,object,[140 272],2,0.4212678936605317,0.4212678936605317,0.13496932515337423
540,axis,[140],1,0.28629856850715746,0.28629856850715746,0.0
541,nebulosity,[140],1,0.28629856850715746,0.28629856850715746,0.0
542,jet,[140 141],2,0.28732106339468305,0.28732106339468305,0.0010224948875255625
543,gas,[140 156 202 367],4,0.44222903885480574,0.3660531697341513,0.1839716662915825
544,small patch,[140],1,0.28629856850715746,0.28629856850715746,0.0
545,angular momentum,[140 145 146 147 328],5,0.3705521472392638,0.2985685071574642,0.15018302435371345
546,hayashi contract,[142],1,0.2903885480572597,0.2903885480572597,0.0
547,same temperature,[142],1,0.2903885480572597,0.2903885480572597,0.0
548,t tauri,[142],1,0.2903885480572597,0.2903885480572597,0.0
549,decrease,[142],1,0.2903885480572597,0.2903885480572597,0.0
550,henyey track,[143],1,0.29243353783231085,0.29243353783231085,0.0
551,more massive star,[143 188 482],3,0.5541922290388548,0.38445807770961143,0.3074157704202541
552,track,[143],1,0.29243353783231085,0.29243353783231085,0.0
553,less massive t tauri,[143],1,0.29243353783231085,0.29243353783231085,0.0
554,binary,[144 148 149 430 431],5,0.5325153374233128,0.3047034764826176,0.28404193913179643
555,member,[144],1,0.294478527607362,0.294478527607362,0.0
556,condition,[144],1,0.294478527607362,0.294478527607362,0.0
557,order,[145 404 407 438],4,0.712678936605317,0.8292433537832311,0.24180436790154328
558,collapse,[145],1,0.2965235173824131,0.2965235173824131,0.0
559,a gas cloud,[145],1,0.2965235173824131,0.2965235173824131,0.0
560,fragmentation,[146],1,0.2985685071574642,0.2985685071574642,0.0
561,multiple star,[146],1,0.2985685071574642,0.2985685071574642,0.0
562,stellar cluster,[147],1,0.3006134969325153,0.3006134969325153,0.0
563,close encounter,[147],1,0.3006134969325153,0.3006134969325153,0.0
564,primordial binary,[147],1,0.3006134969325153,0.3006134969325153,0.0
565,hard binary,[148],1,0.30265848670756645,0.30265848670756645,0.0
566,interaction,[148],1,0.30265848670756645,0.30265848670756645,0.0
567,separation,[149],1,0.3047034764826176,0.3047034764826176,0.0
568,observed population distribution,[149],1,0.3047034764826176,0.3047034764826176,0.0
569,high-pressure reaction,[150],1,0.3067484662576687,0.3067484662576687,0.0
570,high-temperature,[150],1,0.3067484662576687,0.3067484662576687,0.0
571,zero-age,[152],1,0.310838445807771,0.310838445807771,0.0
572,proportion,[152 237 442],3,0.5664621676891616,0.48466257668711654,0.24892378509216379
573,rate,[152 162 284 291 297 322 327 329 332 336],10,0.5791411042944785,0.6329243353783232,0.133857976430146
574,increase,[152],1,0.310838445807771,0.310838445807771,0.0
575,stellar wind,[156 177 221 297 328 342 470],7,0.5816535203038271,0.6073619631901841,0.20720631828691113
576,every star,[156],1,0.31901840490797545,0.31901840490797545,0.0
577,particle,[156],1,0.31901840490797545,0.31901840490797545,0.0
578,continual outflow,[156],1,0.31901840490797545,0.31901840490797545,0.0
579,mass lost,[157],1,0.3210633946830266,0.3210633946830266,0.0
580,entire lifespan,[159],1,0.32515337423312884,0.32515337423312884,0.0
581,very massive star,[160],1,0.32719836400818,0.32719836400818,0.0
582,amount,[162 291 356 486],4,0.6620654396728016,0.6615541922290389,0.2389243698949839
583,fuel,[162 164 165 177 260],5,0.37955010224948876,0.3374233128834356,0.07682849952764298
584,low mass star,[165 168],2,0.34049079754601225,0.34049079754601225,0.003067484662576687
585,red dwarf,[167 170 237 238 260 397],6,0.5006816632583504,0.48568507157464214,0.15652486158500012
586,usable fuel supply,[168],1,0.34355828220858897,0.34355828220858897,0.0
587,slow fuel-consumption,[168],1,0.34355828220858897,0.34355828220858897,0.0
588,hotter,[170],1,0.3476482617586912,0.3476482617586912,0.0
589,contract,[171],1,0.3496932515337423,0.3496932515337423,0.0
590,decline,[171],1,0.3496932515337423,0.3496932515337423,0.0
591,lifespan,[172 249 259 301],4,0.5015337423312883,0.5194274028629857,0.09524445201377515
592,current age,[172],1,0.35173824130879344,0.35173824130879344,0.0
593,significant role,[175],1,0.35787321063394684,0.35787321063394684,0.0
594,metal,[176 414],2,0.6032719836400818,0.6032719836400818,0.24335378323108384
595,chemical concentration,[176],1,0.35991820040899797,0.35991820040899797,0.0
596,magnetic field,[177 288 289 290 292 296 297 325],8,0.5761758691206544,0.5950920245398773,0.08414176222244817
597,population ii star,[178 285],2,0.4734151329243354,0.4734151329243354,0.10940695296523517
598,substantially less metallicity,[178],1,0.36400817995910023,0.36400817995910023,0.0
599,older,[178],1,0.36400817995910023,0.36400817995910023,0.0
600,population,[178],1,0.36400817995910023,0.36400817995910023,0.0
601,composition,[178 291 305 472],4,0.6370143149284253,0.6094069529652352,0.21458998646599486
602,old star,[179 253 298],3,0.4976141785957737,0.5173824130879345,0.10032730859350021
603,such cloud,[179],1,0.3660531697341513,0.3660531697341513,0.0
604,shed portion,[179],1,0.3660531697341513,0.3660531697341513,0.0
605,helium core,[181 186 457],3,0.5616905248807089,0.3803680981595092,0.2636918081209967
606,supply,[181],1,0.37014314928425357,0.37014314928425357,0.0
607,outer layer,[182 214 342 345 346 454 455 467],8,0.7170245398773006,0.7065439672801636,0.20748317886539144
608,astronomical unit,[183],1,0.37423312883435583,0.37423312883435583,0.0
609,current mass,[183],1,0.37423312883435583,0.37423312883435583,0.0
610,maximum radius,[183],1,0.37423312883435583,0.37423312883435583,0.0
611,helium burning phase,[183],1,0.37423312883435583,0.37423312883435583,0.0
612,present size,[183],1,0.37423312883435583,0.37423312883435583,0.0
613,kilometre,[183 240 242 466],4,0.5782208588957055,0.49284253578732107,0.22171582129362
614,sun enters,[183],1,0.37423312883435583,0.37423312883435583,0.0
615,more helium,[184],1,0.37627811860940696,0.37627811860940696,0.0
616,produce,[184],1,0.37627811860940696,0.37627811860940696,0.0
617,hydrogen shell,[184],1,0.37627811860940696,0.37627811860940696,0.0
618,core increase,[184],1,0.37627811860940696,0.37627811860940696,0.0
619,fusion,[186 196 199 208],4,0.40337423312883436,0.40388548057259716,0.016061634020864017
620,surface temperature,[187 332 337 338 339 350 358 404],8,0.6761247443762781,0.6922290388548057,0.11946984242925093
621,move,[187],1,0.3824130879345603,0.3824130879345603,0.0
622,helium fusion,[187],1,0.3824130879345603,0.3824130879345603,0.0
623,hr diagram,[187],1,0.3824130879345603,0.3824130879345603,0.0
624,helium flash,[187],1,0.3824130879345603,0.3824130879345603,0.0
625,horizontal branch,[187 188],2,0.3834355828220859,0.3834355828220859,0.0010224948875255625
626,outer,[188 293],2,0.4918200408997955,0.4918200408997955,0.10736196319018405
627,helium core fusion,[188],1,0.38445807770961143,0.38445807770961143,0.0
628,red clump,[188],1,0.38445807770961143,0.38445807770961143,0.0
629,convective envelope collapse,[188],1,0.38445807770961143,0.38445807770961143,0.0
630,carbon product,[189],1,0.38650306748466257,0.38650306748466257,0.0
631,outer shell,[189 202],2,0.3997955010224949,0.3997955010224949,0.013292433537832311
632,hot core,[189],1,0.38650306748466257,0.38650306748466257,0.0
633,asymptotic giant branch,[190],1,0.3885480572597137,0.3885480572597137,0.0
634,agb,[190],1,0.3885480572597137,0.3885480572597137,0.0
635,evolutionary path,[190],1,0.3885480572597137,0.3885480572597137,0.0
636,high luminosity,[190 340],2,0.5419222903885481,0.5419222903885481,0.15337423312883436
637,giant phase,[190],1,0.3885480572597137,0.3885480572597137,0.0
638,carbon fusion,[191],1,0.39059304703476483,0.39059304703476483,0.0
639,more massive agb star,[191],1,0.39059304703476483,0.39059304703476483,0.0
640,brief period,[191],1,0.39059304703476483,0.39059304703476483,0.0
641,helium-burning phase,[192],1,0.39263803680981596,0.39263803680981596,0.0
642,blue,[192],1,0.39263803680981596,0.39263803680981596,0.0
643,red supergiant,[192],1,0.39263803680981596,0.39263803680981596,0.0
644,wolf-rayet star,[193 424],2,0.630879345603272,0.630879345603272,0.2361963190184049
645,strong convection,[193],1,0.3946830265848671,0.3946830265848671,0.0
646,surface,[193 202 293 334 361],5,0.5656441717791412,0.5991820040899796,0.13942331762262386
647,intense mass loss,[193],1,0.3946830265848671,0.3946830265848671,0.0
648,emission line,[193 414],2,0.6206543967280164,0.6206543967280164,0.22597137014314927
649,particularly massive star,[193],1,0.3946830265848671,0.3946830265848671,0.0
650,core contract,[194],1,0.3967280163599182,0.3967280163599182,0.0
651,carbon,[194 482 484],3,0.790729379686435,0.9856850715746421,0.2786060393106431
652,pressure,[194 439],2,0.647239263803681,0.647239263803681,0.2505112474437628
653,carbon-burning process,[194],1,0.3967280163599182,0.3967280163599182,0.0
654,neon-burning process,[195 484],2,0.6942740286298569,0.6942740286298569,0.2955010224948875
655,successive stage,[195],1,0.3987730061349693,0.3987730061349693,0.0
656,oxygen,[195],1,0.3987730061349693,0.3987730061349693,0.0
657,neon,[195],1,0.3987730061349693,0.3987730061349693,0.0
658,oxygen-burning process,[195 484],2,0.6942740286298569,0.6942740286298569,0.2955010224948875
659,silicon,[195],1,0.3987730061349693,0.3987730061349693,0.0
660,silicon-burning process,[195 485],2,0.6952965235173824,0.6952965235173824,0.2965235173824131
661,onion-layer shell,[196],1,0.40081799591002043,0.40081799591002043,0.0
662,outermost shell,[197],1,0.40286298568507156,0.40286298568507156,0.0
663,next shell,[197],1,0.40286298568507156,0.40286298568507156,0.0
664,different element,[197],1,0.40286298568507156,0.40286298568507156,0.0
665,final stage,[198 485],2,0.6983640081799591,0.6983640081799591,0.2934560327198364
666,iron,[198 199 262 265],4,0.4723926380368098,0.47137014314928427,0.06650148278735828
667,heavy nucleus,[199],1,0.4069529652351738,0.4069529652351738,0.0
668,net release,[199],1,0.4069529652351738,0.4069529652351738,0.0
669,iron nucleus,[199],1,0.4069529652351738,0.4069529652351738,0.0
670,process proceeds,[200],1,0.40899795501022496,0.40899795501022496,0.0
671,very limited degree,[200],1,0.40899795501022496,0.40899795501022496,0.0
672,such energy,[201],1,0.4110429447852761,0.4110429447852761,0.0
673,light nucleus,[201],1,0.4110429447852761,0.4110429447852761,0.0
674,fission,[201],1,0.4110429447852761,0.4110429447852761,0.0
675,intensity,[202],1,0.4130879345603272,0.4130879345603272,0.0
676,core shrink,[202],1,0.4130879345603272,0.4130879345603272,0.0
677,layer,[202 448 460],3,0.7566462167689162,0.9161554192229039,0.2431388784900098
678,such radiation pressure,[202],1,0.4130879345603272,0.4130879345603272,0.0
679,planetary nebula,[202],1,0.4130879345603272,0.4130879345603272,0.0
680,outer atmosphere,[203],1,0.41513292433537835,0.41513292433537835,0.0
681,size,[204 249 275 327 421],5,0.603680981595092,0.5623721881390593,0.1522022021795919
682,place,[205 472],2,0.6922290388548057,0.6922290388548057,0.27300613496932513
683,gravitational compression,[205],1,0.41922290388548056,0.41922290388548056,0.0
684,white,[205],1,0.41922290388548056,0.41922290388548056,0.0
685,plasma,[206 294 437 441 450 451 460],7,0.8001752848378615,0.901840490797546,0.18947345971390991
686,electron-degenerate matter,[206],1,0.4212678936605317,0.4212678936605317,0.0
687,sphere,[206],1,0.4212678936605317,0.4212678936605317,0.0
688,white dwarf fade,[207],1,0.4233128834355828,0.4233128834355828,0.0
689,black dwarf,[207],1,0.4233128834355828,0.4233128834355828,0.0
690,very long period,[207],1,0.4233128834355828,0.4233128834355828,0.0
691,iron core,[208],1,0.42535787321063395,0.42535787321063395,0.0
692,own mass,[209],1,0.4274028629856851,0.4274028629856851,0.0
693,proton,[210 342],2,0.5644171779141104,0.5644171779141104,0.13496932515337423
694,electron capture,[210],1,0.4294478527607362,0.4294478527607362,0.0
695,gamma ray,[210 348 440],3,0.6802999318336742,0.7116564417177914,0.19329450861388744
696,neutron,[210],1,0.4294478527607362,0.4294478527607362,0.0
697,neutrino,[210 477],2,0.7024539877300614,0.7024539877300614,0.27300613496932513
698,inverse beta decay,[210],1,0.4294478527607362,0.4294478527607362,0.0
699,electron,[210],1,0.4294478527607362,0.4294478527607362,0.0
700,burst,[210 295],2,0.516359918200409,0.516359918200409,0.0869120654396728
701,rest,[211],1,0.43149284253578735,0.43149284253578735,0.0
702,shockwave,[211],1,0.43149284253578735,0.43149284253578735,0.0
703,sudden collapse,[211],1,0.43149284253578735,0.43149284253578735,0.0
704,entire home galaxy,[212],1,0.4335378323108384,0.4335378323108384,0.0
705,none,[213],1,0.43558282208588955,0.43558282208588955,0.0
706,naked-eye observer,[213],1,0.43558282208588955,0.43558282208588955,0.0
707,remnant,[214 216],2,0.4396728016359918,0.4396728016359918,0.002044989775051125
708,a,[214 399 404 431],4,0.7402862985685071,0.8210633946830266,0.17650406142603112
709,supernova explosion,[214],1,0.4376278118609407,0.4376278118609407,0.0
710,pulsar,[215 329 330 331],4,0.6160531697341514,0.6738241308793456,0.10184351922633131
711,x-ray burster,[215],1,0.4396728016359918,0.4396728016359918,0.0
712,large star,[216 221],2,0.44683026584867075,0.44683026584867075,0.005112474437627812
713,state,[217 218 435],3,0.5930470347648262,0.4458077709611452,0.20967545201481216
714,more exotic form,[217],1,0.4437627811860941,0.4437627811860941,0.0
715,qcd matter,[217],1,0.4437627811860941,0.4437627811860941,0.0
716,neutron-degenerate matter,[217],1,0.4437627811860941,0.4437627811860941,0.0
